Platinum Blonde,Automatic Drive,
Our Lady Peace,Automatic Flowers,
Our Lady Peace,Automatic Flowers,
Real McCoy,Automatic Lover,
Danny Fernandes,Automatic,
Ultra Nate,Automatic,
Livvi Franc,Automatik [Smash Mode Radio],
The Kinks,Autumn Almanac,
Wynton Marsalis,Autumn Leaves,
John Coltrane & Johnny Hartman,Autumn Serenade,
The Smashing Pumpkins,Ava Adore,
Rush,Available Light,
Juliet,Avalon [Jacques Lu Cont Remix],
Juliet,Avalon [Radio Edit],
Natalie Cole,Avalon,
Roxy Music,Avalon,
David Bisbal,Ave Maria,
Frank Sinatra,Ave Maria,
Franz Schubert,Ave Maria,
Il Divo,Ave Maria,
Jewel,Ave Maria,
Johann Sebastian Bach,Ave Maria,
Johann Sebastian Bach & Charles Gounod,Ave Maria,
Michael Buble,Ave Maria,
Nana Mouskouri & Alain Goraguer and His Orchestra,Ave Maria [Gounod],
Nana Mouskouri & Alain Goraguer and His Orchestra,Ave Maria [Shubert],
Primo Leone,Ave Maria,
The Benedictine Monks Of Santo Domingo De Silos,Ave Mundi Spes Maria,
Red Rider,Avenue 'A',
Tom Cochrane,Avenue A,
Refugee Camp All Stars,Avenues,
Refugee Camp All Stars,Avenues,
Paul van Dyk,Avenue,
The Thugz,Ave [Live],
Kalan Porter,Awake in a Dream,
York,The Awakening,
York,The Awakening [Quake Radio Edit],
Jes,Awaken [Ron Reeser & Dan Saenz Radio Edit],
Yes,Awaken,
Crash Karma,Awake,
Letters to Cleo,Awake,
3 Doors Down,Away From the Sun,
The Boys Choir of the Vienna Woods,Away in a Manger,
John Berry,Away in a Manger,
Johnny Cash,Away in a Manger,
Kenny G,Away in a Manger,
Crazy Frog,Axel F,
Crazy Frog,Axel F,
Crazy Frog,Axel F,
Harold Faltermeyer,Axel F,
Project D,Axel F [Synth Version],
Pearl Jam,Aye Davanita,
Ayla,Ayla,
Ayla,Ayla [DJ Tandu Remix],
50 Cent Featuring Justin Timberlake,Ayo Technology,
Milow,Ayo Technology,
Travis Porter Featuring Tyga,Ayy Ladies,
Fiorello,Azzuro [BMR's Clubcut],
Barenaked Ladies,A,
